wid	txtid	inv_nr	cth_number	lnr	trans	text	text_tags	text_clean	subscr	matlect	num	sign	corr	deleted	added	ras	rasx	gap	note	link	mrp0sel	combined
66	VBoT 68		231	Vs. II 16′	kiššan	ki-iš-ša-an	ki-iš-ša-an	ki-iš-ša-an													1	{'mrp1': 'kiššan @ in dieser Weise @  @ DEMadv @ ', 'mrp2': 'kišš= @ kämmen @    { a → PTCP.NOM.SG.N}    { b → PTCP.ACC.SG.N}    { c → PTCP.INDCL} @ I.1.1 @ ', 'mrp3': 'kišš= @ kämmen @ 2SG.IMP @ I.1.1       +=  an @ PPRO.3SG.C.ACC @  @ ', 'mrp4': 'ka- @ dieser @    { a → DEM1.NOM.SG.N}    { b → DEM1.ACC.SG.N} @ 19       +=  ššan @ OBPs @  @ ', 'mrp5': 'gi= @ Elle @    { a → NOM.SG(ABBR)}    { b → ACC.SG(ABBR)}    { c → NOM.PL(ABBR)}    { d → ACC.PL(ABBR)}    { e → GEN.SG(ABBR)}    { f → GEN.PL(ABBR)}    { g → D/L.SG(ABBR)}    { h → D/L.PL(ABBR)}    { i → ALL(ABBR)}    { j → ABL(ABBR)}    { k → INS(ABBR)}    { l → VOC.SG(ABBR)}    { m → VOC.PL(ABBR)} @ 14.2.3       +=  ššan @ OBPs @  @ '}
67	VBoT 68		231	Vs. II 16′	ḫalzai	ḫal-za-a-i	ḫal-za-a-i	ḫal-za-a-i													1a 	{'mrp1': 'ḫalz=ai- @ rufen @    { a → 3SG.PRS}    { b → 2SG.IMP} @ II.6 @ '}
68	VBoT 68		231	Vs. II 17′	tauniail		<d>URU</d>ta-ú-ni-ia-il	~URU~ta-ú-ni-ia-il													HAT	{}
69	VBoT 68		231	Vs. II 17′	tuḫuppiail		<d>URU</d>tu-u-ḫu-up-pí-ia-il	~URU~tu-u-ḫu-up-pí-ia-il													HAT	{}
70	VBoT 68		231	Vs. II 18′	ališail		<d>URU</d>a-li-ša-il	~URU~a-li-ša-il													HAT	{}
71	VBoT 68		231	Vs. II 18′	zipišḫunail		<d>URU</d>zi-pí-iš-ḫu-na-il	~URU~zi-pí-iš-ḫu-na-il													HAT	{}
72	VBoT 68		231	Vs. II 19′	ammunail		<d>URU</d>am-mu-na-a-il	~URU~am-mu-na-a-il													HAT	{}
73	VBoT 68		231	Vs. II 19′	ḫattenail		<d>URU</d>ḫa-at-te-na-a-il	~URU~ḫa-at-te-na-a-il													HAT	{}
74	VBoT 68		231	Rs. III 1	mân	ma-a-an	ma-a-an	ma-a-an													2	{'mrp1': 'mân @ wie @  @ POSP @ ', 'mrp2': 'mân @ wenn @  @ CNJ @ ', 'mrp3': 'mân @ wie @  @ CNJ @ '}
75	VBoT 68		231	Rs. III 1	LUGALuš		<sGr>LUGAL</sGr>-uš	LUGAL-uš													1a 	{'mrp1': 'LUGAL=u- @ König @    { a → FNL(u).NOM.SG.C}    { b → ACC.PL.C} @ 28.3.1.1 @ ', 'mrp2': 'LUGAL=ma- @ Šarrumma @    { a → DN.STF}    { b → DN.HURR.ABS} @ 36.1.1       +=  uš @ PPRO.3PL.C.ACC @  @ D', 'mrp3': 'LUGAL=ma- @ Šarrumma @    { a → DN.STF}    { b → DN.HURR.ABS} @ 36.1.1       +=  uš @ PPRO.3PL.C.ACC @  @ D', 'mrp4': 'LUGAL=u- @ König @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @ 28.3.1.1       +=  uš @ PPRO.3PL.C.ACC @  @ '}
76	VBoT 68		231	Rs. III 1	ḫattušaz		<d>URU</d>ḫa-at-tu-ša-az	~URU~ḫa-at-tu-ša-az													1	{'mrp1': 'ḫattuš= @ Ḫattuša @ GN.ABL @ 39.1 @ URU', 'mrp2': 'ḫattuš=a- @ Ḫattuša @ GN.ABL @ 39.2 @ URU', 'mrp3': 'ḫattuš= @ Ḫattuša @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG(UNM)}    { i → GN.HURR.ABS.SG} @ 39.1       +=  za @ REFL @  @ URU', 'mrp4': 'ḫattuš=a- @ Ḫattuša @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG(UNM)}    { i → GN.HURR.ABS.SG} @ 39.2       +=  za @ REFL @  @ URU', 'mrp5': 'ḫattuš=a- @ Ḫattuša @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG}    { i → GN.STF}    { j → GN.HURR.ABS.SG} @ 39.2       +=  za @ REFL @  @ URU'}
77	VBoT 68		231	Rs. III 2	matilla		<d>URU</d>ma-ti-il-la	~URU~ma-ti-il-la													1d 	{'mrp1': 'matill=a- @ Mati(e)l(l)a @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG}    { i → GN.STF}    { j → GN.HURR.ABS.SG} @ 39.2 @ URU', 'mrp2': 'matil= @ Mati(e)l(l)a @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG(UNM)}    { i → GN.HURR.ABS.SG} @ 39.1 @ URU       +=  ya @ CNJadd @ ', 'mrp3': 'matil=a- @ Mati(e)l(l)a @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG(UNM)}    { i → GN.HURR.ABS.SG} @ 39.2 @ URU       +=  ya @ CNJadd @ '}
78	VBoT 68		231	Rs. III 2	paizi	pa-iz-zi	pa-iz-zi	pa-iz-zi													1	{'mrp1': 'pai-/pā- @ gehen @ 3SG.PRS @ I.11 @ '}
79	VBoT 68		231	Rs. III 2	nu	nu	nu	nu													1	{'mrp1': 'nu @  @ CONNn @  @ '}
80	VBoT 68		231	Rs. III 2	LÚ˽GIDRU		<sGr>LÚ</sGr>˽<d>GIŠ</d><sGr>GIDRU</sGr>	LÚ˽~GIŠ~GIDRU													1a 	{'mrp1': 'LÚ˽°GIŠ°GIDRU= @ Stabträger @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @ 29.1.1 @ '}
81	VBoT 68		231	Rs. III 2	LUGALi		"<sGr>LUGAL</sGr>-<laes_in/>i<corr c=""?""/><laes_fin/>"	LUGAL-⸢i⸣					"⸢i<corr c=""?""/>"								3	{'mrp1': 'LUGAL=ma- @ Šarrumma @ DN.D/L.SG @ 36.1.1 @ D', 'mrp2': 'LUGAL=ma- @ Šarrumma @ DN.D/L.SG @ 36.1.1 @ D', 'mrp3': 'LUGAL=u- @ König @ D/L.SG @ 28.3.1.1 @ '}
82	VBoT 68		231	Rs. III 3	AGRIG		<d>LÚ.MEŠ</d><sGr>AGRIG</sGr>	~LÚ.MEŠ~AGRIG													1c 	{'mrp1': 'AGRIG=a- @ Verwalter @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @ 28.1.1 @ LÚ'}
83	VBoT 68		231	Rs. III 3	kiššan	ki-iš-ša-an	ki-iš-ša-an	ki-iš-ša-an													1	{'mrp1': 'kiššan @ in dieser Weise @  @ DEMadv @ ', 'mrp2': 'kišš= @ kämmen @    { a → PTCP.NOM.SG.N}    { b → PTCP.ACC.SG.N}    { c → PTCP.INDCL} @ I.1.1 @ ', 'mrp3': 'kišš= @ kämmen @ 2SG.IMP @ I.1.1       +=  an @ PPRO.3SG.C.ACC @  @ ', 'mrp4': 'ka- @ dieser @    { a → DEM1.NOM.SG.N}    { b → DEM1.ACC.SG.N} @ 19       +=  ššan @ OBPs @  @ ', 'mrp5': 'gi= @ Elle @    { a → NOM.SG(ABBR)}    { b → ACC.SG(ABBR)}    { c → NOM.PL(ABBR)}    { d → ACC.PL(ABBR)}    { e → GEN.SG(ABBR)}    { f → GEN.PL(ABBR)}    { g → D/L.SG(ABBR)}    { h → D/L.PL(ABBR)}    { i → ALL(ABBR)}    { j → ABL(ABBR)}    { k → INS(ABBR)}    { l → VOC.SG(ABBR)}    { m → VOC.PL(ABBR)} @ 14.2.3       +=  ššan @ OBPs @  @ '}
84	VBoT 68		231	Rs. III 3	tarkummiezi	tar-kum-mi-e-ez-zi	tar-kum-mi-e-ez-zi	tar-kum-mi-e-ez-zi													1	{'mrp1': 'tarkumm=iye/a- @ verkünden @ 3SG.PRS @ I.7 @ '}
85	VBoT 68		231	Rs. III 4	zalpuil		<d>URU</d>za-al-pu-ú-i-il	~URU~za-al-pu-ú-i-il													HAT	{}
86	VBoT 68		231	Rs. III 4	tuḫuppiail		"<d>URU</d>tu-u-ḫu<corr c=""!""/>-up-pí-ia-il<note n=""3"" c=""Text: RI.""/>"	~URU~tu-u-ḫu-up-pí-ia-il					"ḫu<corr c=""!""/>"						"<note n=""3"" c=""Text: RI.""/>"		HAT	{}
87	VBoT 68		231	Rs. III 5	zišzanail		"<d>URU</d>zi-iš-za<corr c=""?""/>-na-il<note n=""4"" c=""Oder <SP_f_AO_3a_Determ>URU</SP_f_AO_3a_Determ><SP_f_AO_3a_Hittite>zi-iš-ḫa-na</SP_f_AO_3a_Hittite>.""/>"	~URU~zi-iš-za-na-il					"za<corr c=""?""/>"						"<note n=""4"" c=""Oder <SP_f_AO_3a_Determ>URU</SP_f_AO_3a_Determ><SP_f_AO_3a_Hittite>zi-iš-ḫa-na</SP_f_AO_3a_Hittite>.""/>"		HAT	{}
88	VBoT 68		231	Rs. III 5	kaštamuil		"<d>URU</d>ga-aš-ta<corr c=""!""/>-mu-il<note n=""5"" c=""Text: ŠA.""/>"	~URU~ga-aš-ta-mu-il					"ta<corr c=""!""/>"						"<note n=""5"" c=""Text: ŠA.""/>"		HAT	{}
89	VBoT 68		231	Rs. III 6	ališail		<d>URU</d>a-li-ša-a-il	~URU~a-li-ša-a-il													HAT	{}
90	VBoT 68		231	Rs. III 6	šakukkitial		<d>URU</d>ša-ku-uk-ki-ti-ia-al	~URU~ša-ku-uk-ki-ti-ia-al													HAT	{}
91	VBoT 68		231	Rs. III 7	ḫakkamiššiail		<d>URU</d>ḫa-ag-ga-mi-iš-ši-ia-il	~URU~ḫa-ag-ga-mi-iš-ši-ia-il													HAT	{}
92	VBoT 68		231	Rs. III 7	tapikkial		<d>URU</d>ta-pí-ik-ki-ia-a<del_in/>l	~URU~ta-pí-ik-ki-ia-a[l													HAT	{}
93	VBoT 68		231	Rs. III 8	ištaḫaral		<d>URU</d>iš-ta-ḫa-ra-al	~URU~iš-ta-ḫa-ra-al													HAT	{}
94	VBoT 68		231	Rs. III 8	malaziail		<d>URU</d>ma-la-az-zi-ia-il	~URU~ma-la-az-zi-ia-il													HAT	{}
95	VBoT 68		231	Rs. III 8			<del_in/>	[														{}
96	VBoT 68		231	Rs. III 8			<del_fin/>	]														{}
97	VBoT 68		231	Rs. III 9	karašmittiail		<d>URU</d>ka-ra-aš-mi-it-ti-ia-il	~URU~ka-ra-aš-mi-it-ti-ia-il													HAT	{}
98	VBoT 68		231	Rs. III 9	uḫḫiual		<d>URU</d>uḫ-ḫi-wa-a-a<del_in/>l	~URU~uḫ-ḫi-wa-a-a[l													HAT	{}
99	VBoT 68		231	Rs. III 9			"<space c=""2""/>"	**														{}
100	VBoT 68		231	Rs. III 9			<del_fin/>	]														{}
101	VBoT 68		231	Rs. III 10			<del_in/>	[														{}
102	VBoT 68		231	Rs. III 10			<del_fin/>	]														{}
103	VBoT 68		231	Rs. III 10	1		<num/>1	1			<num/>1										1	{'mrp1': '1 @ ein @  @ QUANcar @ '}
104	VBoT 68		231	Rs. III 10	IM.GÍD.DA		<sGr>IM.GÍD.DA</sGr>	IM.GÍD.DA													1a 	{'mrp1': 'IM.GÍD.DA= @ (Tontafeltyp) @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @ 29.1.1 @ '}
105	VBoT 68		231	Rs. III 10	QA-TI		<aGr>QA-TI</aGr>	#QA-TI#													1a 	{'mrp1': 'QATÛ @ vollendet @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @  @ ', 'mrp2': 'QATÛ @ zu Ende gehen @ 3SG.PRS @  @ ', 'mrp3': 'QĀTU @ Hand @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @  @ '}
106	VBoT 68		231	Rs. III 10			<del_in/>	[														{}
107	VBoT 68		231	Rs. III 10			"<space c=""25""/>"	*************************														{}
108	VBoT 68		231	Rs. III 10			<del_fin/>	]														{}
109	VBoT 68		231	Rs. III 11	mân		<del_in/>ma-a-an	[ma-a-an													2	{'mrp1': 'mân @ wie @  @ POSP @ ', 'mrp2': 'mân @ wenn @  @ CNJ @ ', 'mrp3': 'mân @ wie @  @ CNJ @ '}
110	VBoT 68		231	Rs. III 11	LUGALuš		<sGr>LU<del_fin/>GAL</sGr>-uš	LU]GAL-uš													1a 	{'mrp1': 'LUGAL=u- @ König @    { a → FNL(u).NOM.SG.C}    { b → ACC.PL.C} @ 28.3.1.1 @ ', 'mrp2': 'LUGAL=ma- @ Šarrumma @    { a → DN.STF}    { b → DN.HURR.ABS} @ 36.1.1       +=  uš @ PPRO.3PL.C.ACC @  @ D', 'mrp3': 'LUGAL=ma- @ Šarrumma @    { a → DN.STF}    { b → DN.HURR.ABS} @ 36.1.1       +=  uš @ PPRO.3PL.C.ACC @  @ D', 'mrp4': 'LUGAL=u- @ König @    { a → NOM.SG(UNM)}    { b → ACC.SG(UNM)}    { c → NOM.PL(UNM)}    { d → ACC.PL(UNM)}    { e → GEN.SG(UNM)}    { f → GEN.PL(UNM)}    { g → D/L.SG(UNM)}    { h → D/L.PL(UNM)}    { i → ALL(UNM)}    { j → ABL(UNM)}    { k → INS(UNM)}    { l → VOC.SG(UNM)}    { m → VOC.PL(UNM)} @ 28.3.1.1       +=  uš @ PPRO.3PL.C.ACC @  @ '}
111	VBoT 68		231	Rs. III 11	arinna		<d>URU</d>a-ri-in-na	~URU~a-ri-in-na													1i 	{'mrp1': 'arinn=a- @ Arinna @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG}    { i → GN.STF}    { j → GN.HURR.ABS.SG} @ 39.2 @ URU', 'mrp2': 'arin= @ Arin @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG(UNM)}    { i → GN.HURR.ABS.SG} @ 39.1 @ URU       +=  ya @ CNJadd @ ', 'mrp3': 'arin=a- @ Arinna @    { a → GN.NOM.SG(UNM)}    { b → GN.ACC.SG(UNM)}    { c → GN.GEN.SG(UNM)}    { d → GN.D/L.SG(UNM)}    { e → GN.ALL(UNM)}    { f → GN.ABL(UNM)}    { g → GN.INS(UNM)}    { h → GN.VOC.SG(UNM)}    { i → GN.HURR.ABS.SG} @ 39.2 @ URU       +=  ya @ CNJadd @ '}
112	VBoT 68		231	Rs. III 11	I-NA MU		<aGr><laes_in/>I-NA<laes_fin/></aGr> <sGr>MU</sGr>	#⸢I-NA⸣# MU													1a 	{'mrp1': 'MU= @ Jahr @    { a → …:D/L.SG}    { b → …:D/L.PL}    { c → …:ABL} @ 28.12.1 @ '}
113	VBoT 68		231	Rs. III 11	2		"<num/>2<corr c=""?""/><d>KAM</d>"	2~KAM~			<num/>2		"2<corr c=""?""/>"								1	{'mrp1': '2 @ zwei @  @ QUANcar @ '}
114	VBoT 68		231	Rs. III 12			<del_in/>	[														{}
115	VBoT 68		231	Rs. III 12			"<space c=""18""/>"	******************														{}
116	VBoT 68		231	Rs. III 12			<del_fin/>x-<laes_in/>ta<laes_fin/>	]x-⸢ta⸣													DEL	{}
